country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Jordan,2020,10203134,1.94 %,187312,10220,23.8,2.77,115,91.5 %,9332603,0.13 %,7794798739,88
Jordan,2025,10339839,0.27 %,27341,-143957,25.6,2.77,116,94.8 %,9802267,0.13 %,8184437460,91
Jordan,2030,10655181,0.60 %,63068,-95785,27.5,2.77,120,97.3 %,10364313,0.12 %,8548487400,92
Jordan,2035,11223653,1.04 %,113694,-35013,29.3,2.77,126,99.0 %,11112703,0.13 %,8887524213,89
Jordan,2040,11886727,1.15 %,132615,-4000,31.2,2.77,134,N.A.,N.A.,0.13 %,9198847240,89
Jordan,2045,12461741,0.95 %,115003,-4000,33.1,2.77,140,N.A.,N.A.,0.13 %,9481803274,88
Jordan,2050,12932410,0.74 %,94134, ,34.9,2.77,146,N.A.,N.A.,0.13 %,9735033990,87
