country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Malta,2020,441543,0.37 %,1597,900,42.6,1.45,1380,93.2 %,411533,0.01 %,7794798739,174
Malta,2025,447186,0.25 %,1129,800,44.1,1.45,1397,93.3 %,417398,0.01 %,8184437460,175
Malta,2030,448899,0.08 %,343,600,45.8,1.45,1403,93.5 %,419700,0.01 %,8548487400,176
Malta,2035,446016,-0.13 %,-577,400,47.4,1.45,1394,93.7 %,417964,0.01 %,8887524213,176
Malta,2040,440308,-0.26 %,-1142,400,49.0,1.45,1376,94.0 %,413984,0.00 %,9198847240,179
Malta,2045,433459,-0.31 %,-1370,400,50.3,1.45,1355,94.4 %,409304,0.00 %,9481803274,180
Malta,2050,426787,-0.31 %,-1334, ,51.0,1.45,1334,94.9 %,404948,0.00 %,9735033990,180
