country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Bosnia And Herzegovina,2020,3280819,-0.88 %,-29708,-21585,43.1,1.27,64,52.3 %,1714810,0.04 %,7794798739,135
Bosnia And Herzegovina,2025,3211970,-0.42 %,-13770,-501,44.7,1.27,63,55.1 %,1768228,0.04 %,8184437460,136
Bosnia And Herzegovina,2030,3126648,-0.54 %,-17064,-501,46.6,1.27,61,58.3 %,1823937,0.04 %,8548487400,137
Bosnia And Herzegovina,2035,3029820,-0.63 %,-19366,-501,48.2,1.27,59,61.9 %,1875651,0.03 %,8887524213,140
Bosnia And Herzegovina,2040,2923075,-0.71 %,-21349,-501,49.4,1.27,57,65.7 %,1919381,0.03 %,9198847240,142
Bosnia And Herzegovina,2045,2807634,-0.80 %,-23088,-501,50.1,1.27,55,69.5 %,1952260,0.03 %,9481803274,144
Bosnia And Herzegovina,2050,2685037,-0.89 %,-24519, ,51.4,1.27,53,73.6 %,1975983,0.03 %,9735033990,145
