country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Seychelles,2020,98347,0.70 %,674,-200,34.2,2.46,214,56.2 %,55308,0.00 %,7794798739,200
Seychelles,2025,100781,0.49 %,487,-200,35.5,2.46,219,57.7 %,58120,0.00 %,8184437460,201
Seychelles,2030,102534,0.35 %,351,-200,36.7,2.46,223,59.0 %,60516,0.00 %,8548487400,200
Seychelles,2035,103871,0.26 %,267,-200,37.4,2.46,226,60.3 %,62662,0.00 %,8887524213,200
Seychelles,2040,104722,0.16 %,170,-200,37.6,2.46,228,61.7 %,64582,0.00 %,9198847240,200
Seychelles,2045,104983,0.05 %,52,-200,37.9,2.46,228,63.0 %,66169,0.00 %,9481803274,200
Seychelles,2050,104565,-0.08 %,-84, ,38.6,2.46,227,64.3 %,67254,0.00 %,9735033990,200
