country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Aruba,2020,106766,0.46 %,485,201,41.0,1.90,593,43.6 %,46511,0.00 %,7794798739,197
Aruba,2025,108752,0.37 %,397,161,41.2,1.90,604,44.4 %,48340,0.00 %,8184437460,198
Aruba,2030,110247,0.27 %,299,129,40.7,1.90,612,45.8 %,50480,0.00 %,8548487400,198
Aruba,2035,111057,0.15 %,162,104,41.3,1.90,617,47.5 %,52768,0.00 %,8887524213,198
Aruba,2040,110928,-0.02 %,-26,83,42.0,1.90,616,49.5 %,54952,0.00 %,9198847240,198
Aruba,2045,109993,-0.17 %,-187,67,42.7,1.90,611,51.6 %,56710,0.00 %,9481803274,198
Aruba,2050,108716,-0.23 %,-255, ,43.3,1.90,604,53.5 %,58214,0.00 %,9735033990,199
