country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Mozambique,2020,31255435,2.94 %,842687,-5000,17.6,4.89,40,38.3 %,11978439,0.40 %,7794798739,46
Mozambique,2025,35984620,2.86 %,945837,-5000,18.3,4.89,46,41.2 %,14810679,0.44 %,8184437460,44
Mozambique,2030,41184834,2.74 %,1040043,-5000,19.0,4.89,52,44.2 %,18195295,0.48 %,8548487400,41
Mozambique,2035,46786293,2.58 %,1120292,-5000,19.8,4.89,59,47.4 %,22168384,0.53 %,8887524213,38
Mozambique,2040,52729200,2.42 %,1188581,-5000,20.7,4.89,67,50.7 %,26725869,0.57 %,9198847240,36
Mozambique,2045,58928294,2.25 %,1239819,-5000,21.8,4.89,75,54.0 %,31831909,0.62 %,9481803274,33
Mozambique,2050,65312929,2.08 %,1276927, ,22.9,4.89,83,57.4 %,37472562,0.67 %,9735033990,30
