country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Gabon,2020,2225734,2.70 %,55610,3260,22.5,4.00,9,87.1 %,1938139,0.03 %,7794798739,146
Gabon,2025,2487682,2.25 %,52390,1000,22.6,4.00,10,87.3 %,2171202,0.03 %,8184437460,146
Gabon,2030,2744451,1.98 %,51354,1000,23.0,4.00,11,87.6 %,2403217,0.03 %,8548487400,145
Gabon,2035,3001789,1.81 %,51468,1000,23.9,4.00,12,87.8 %,2636380,0.03 %,8887524213,141
Gabon,2040,3265411,1.70 %,52724,1000,25.1,4.00,13,87.9 %,2871071,0.04 %,9198847240,139
Gabon,2045,3536547,1.61 %,54227,1000,26.4,4.00,14,87.9 %,3107080,0.04 %,9481803274,139
Gabon,2050,3809050,1.50 %,54501, ,27.5,4.00,15,87.7 %,3339415,0.04 %,9735033990,135
