country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Suriname,2020,586632,0.96 %,5498,-1000,29.0,2.43,4,65.1 %,382175,0.01 %,7794798739,171
Suriname,2025,611191,0.82 %,4912,-1000,30.2,2.43,4,65.4 %,399428,0.01 %,8184437460,171
Suriname,2030,632401,0.68 %,4242,-1000,31.5,2.43,4,65.9 %,417001,0.01 %,8548487400,170
Suriname,2035,649996,0.55 %,3519,-1000,32.7,2.43,4,66.9 %,434693,0.01 %,8887524213,170
Suriname,2040,663767,0.42 %,2754,-1000,33.9,2.43,4,68.1 %,452153,0.01 %,9198847240,170
Suriname,2045,673764,0.30 %,1999,-1000,35.1,2.43,4,69.4 %,467461,0.01 %,9481803274,170
Suriname,2050,680241,0.19 %,1295, ,36.3,2.43,4,70.6 %,480037,0.01 %,9735033990,170
