country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Reunion,2020,895312,0.73 %,6390,-1256,35.9,2.27,358,99.8 %,893481,0.01 %,7794798739,162
Reunion,2025,926699,0.69 %,6277,-628,36.8,2.27,371,100.0 %,926529,0.01 %,8184437460,163
Reunion,2030,954806,0.60 %,5621,-628,37.7,2.27,382,N.A.,N.A.,0.01 %,8548487400,163
Reunion,2035,978511,0.49 %,4741,-628,38.7,2.27,391,N.A.,N.A.,0.01 %,8887524213,163
Reunion,2040,995894,0.35 %,3477,-628,40.0,2.27,398,N.A.,N.A.,0.01 %,9198847240,164
Reunion,2045,1006222,0.21 %,2066,-628,41.4,2.27,402,N.A.,N.A.,0.01 %,9481803274,164
Reunion,2050,1009876,0.07 %,731, ,42.7,2.27,404,N.A.,N.A.,0.01 %,9735033990,164
