country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Côte d'Ivoire,2020,26378274,2.58 %,630426,-8000,18.9,4.68,83,51.3 %,13532312,0.34 %,7794798739,53
Côte d'Ivoire,2025,29888176,2.53 %,701980,0,19.4,4.68,94,53.6 %,16021559,0.37 %,8184437460,53
Côte d'Ivoire,2030,33712599,2.44 %,764885,6000,19.9,4.68,106,56.1 %,18912162,0.39 %,8548487400,54
Côte d'Ivoire,2035,37782810,2.31 %,814042,6000,20.6,4.68,119,58.8 %,22230692,0.43 %,8887524213,50
Côte d'Ivoire,2040,42082991,2.18 %,860036,6000,21.4,4.68,132,61.7 %,25979314,0.46 %,9198847240,46
Côte d'Ivoire,2045,46588529,2.06 %,901108,6000,22.3,4.68,147,64.7 %,30128281,0.49 %,9481803274,41
Côte d'Ivoire,2050,51263671,1.93 %,935028, ,23.1,4.68,161,67.6 %,34645580,0.53 %,9735033990,40
