country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Burundi,2020,11890784,3.20 %,346151,2001,17.3,5.45,463,13.8 %,1636586,0.15 %,7794798739,78
Burundi,2025,13763922,2.97 %,374628,2001,17.8,5.45,536,15.6 %,2146694,0.17 %,8184437460,78
Burundi,2030,15772822,2.76 %,401780,2001,18.7,5.45,614,17.6 %,2780242,0.18 %,8548487400,77
Burundi,2035,17932084,2.60 %,431852,2001,19.7,5.45,698,19.9 %,3568656,0.20 %,8887524213,77
Burundi,2040,20252941,2.46 %,464171,2001,20.7,5.45,789,22.5 %,4548959,0.22 %,9198847240,74
Burundi,2045,22727675,2.33 %,494947,2001,21.8,5.45,885,25.3 %,5749545,0.24 %,9481803274,70
Burundi,2050,25324761,2.19 %,519417, ,22.7,5.45,986,28.4 %,7182692,0.26 %,9735033990,67
