country,Year,Population,Yearly %   Change,Yearly  Change,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
American Samoa,2020,55191,-0.22 %,-124,276,88.1 %,48630,0 %,7794798739,210
American Samoa,2025,54890,-0.11 %,-60,274,89.8 %,49264,0 %,8184437460,210
American Samoa,2030,54728,-0.06 %,-32,274,91.7 %,50176,0 %,8548487400,211
American Samoa,2035,54521,-0.08 %,-41,273,93.9 %,51202,0 %,8887524213,211
American Samoa,2040,54264,-0.09 %,-51,271,95.4 %,51750,0 %,9198847240,211
American Samoa,2045,53920,-0.13 %,-69,270,96.1 %,51808,0 %,9481803274,211
American Samoa,2050,53581,-0.13 %,-68,268,96.1 %,51518,0 %,9735033990,211
