country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Sierra Leone,2020,7976983,2.15 %,161014,-4200,19.4,4.32,111,43.3 %,3453971,0.10 %,7794798739,103
Sierra Leone,2025,8805821,2.00 %,165768,-4000,20.3,4.32,122,45.6 %,4017056,0.11 %,8184437460,102
Sierra Leone,2030,9648691,1.84 %,168574,-4000,21.5,4.32,134,48.2 %,4650675,0.11 %,8548487400,98
Sierra Leone,2035,10497563,1.70 %,169774,-4000,22.7,4.32,145,51.0 %,5351187,0.12 %,8887524213,96
Sierra Leone,2040,11338661,1.55 %,168220,-4000,23.9,4.32,157,53.9 %,6110530,0.12 %,9198847240,91
Sierra Leone,2045,12160746,1.41 %,164417,-4000,25.2,4.32,168,56.8 %,6908947,0.13 %,9481803274,90
Sierra Leone,2050,12944873,1.26 %,156825, ,26.5,4.32,179,59.7 %,7724557,0.13 %,9735033990,88
