country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Yemen,2020,29825964,2.39 %,665615,-30000,20.2,3.84,56,38.4 %,11465414,0.38 %,7794798739,48
Yemen,2025,33140296,2.13 %,662866,-30000,21.4,3.84,63,41.6 %,13801674,0.40 %,8184437460,48
Yemen,2030,36406888,1.90 %,653318,-27000,22.8,3.84,69,44.9 %,16329898,0.43 %,8548487400,47
Yemen,2035,39602684,1.70 %,639159,-27000,24.3,3.84,75,48.0 %,19006748,0.45 %,8887524213,46
Yemen,2040,42670011,1.50 %,613465,-20000,25.9,3.84,81,51.2 %,21832866,0.46 %,9198847240,45
Yemen,2045,45522739,1.30 %,570546,-20000,27.6,3.84,86,54.3 %,24732671,0.48 %,9481803274,43
Yemen,2050,48080021,1.10 %,511456, ,29.2,3.84,91,57.5 %,27630164,0.49 %,9735033990,42
