country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Djibouti,2020,988000,1.57 %,14801,900,26.6,2.76,43,79.0 %,780538,0.01 %,7794798739,160
Djibouti,2025,1056061,1.34 %,13612,900,28.2,2.76,46,79.9 %,843657,0.01 %,8184437460,160
Djibouti,2030,1116724,1.12 %,12133,900,29.8,2.76,48,81.1 %,905821,0.01 %,8548487400,160
Djibouti,2035,1169978,0.94 %,10651,900,31.4,2.76,50,82.5 %,965276,0.01 %,8887524213,160
Djibouti,2040,1216929,0.79 %,9390,900,32.9,2.76,52,83.8 %,1019380,0.01 %,9198847240,161
Djibouti,2045,1258679,0.68 %,8350,900,34.2,2.76,54,84.8 %,1066788,0.01 %,9481803274,159
Djibouti,2050,1295373,0.58 %,7339, ,35.7,2.76,56,85.5 %,1107450,0.01 %,9735033990,159
