country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Bangladesh,2020,164689383,1.06 %,1686621,-369501,27.6,2.05,1265,39.4 %,64814953,2.11 %,7794798739,8
Bangladesh,2025,172399078,0.92 %,1541939,-348061,29.5,2.05,1324,43.4 %,74837709,2.11 %,8184437460,8
Bangladesh,2030,178993869,0.75 %,1318958,-330093,31.6,2.05,1375,47.3 %,84688911,2.09 %,8548487400,8
Bangladesh,2035,184374127,0.59 %,1076052,-311798,33.8,2.05,1416,51.0 %,93957922,2.07 %,8887524213,8
Bangladesh,2040,188416727,0.43 %,808520,-311802,35.9,2.05,1447,54.4 %,102422390,2.05 %,9198847240,8
Bangladesh,2045,191142270,0.29 %,545109,-311080,38.0,2.05,1468,57.8 %,110433246,2.02 %,9481803274,8
Bangladesh,2050,192567778,0.15 %,285102, ,40.0,2.05,1479,61.2 %,117836927,1.98 %,9735033990,9
