country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Togo,2020,8278724,2.48 %,191113,-2000,19.4,4.35,152,43.3 %,3588464,0.11 %,7794798739,102
Togo,2025,9308383,2.37 %,205932,-1999,20.1,4.35,171,46.1 %,4295574,0.11 %,8184437460,99
Togo,2030,10421916,2.29 %,222707,-2001,21.1,4.35,192,49.0 %,5106402,0.12 %,8548487400,94
Togo,2035,11608893,2.18 %,237395,-2001,22.0,4.35,213,51.9 %,6021498,0.13 %,8887524213,88
Togo,2040,12849617,2.05 %,248145,-2000,22.8,4.35,236,54.7 %,7030357,0.14 %,9198847240,85
Togo,2045,14123166,1.91 %,254710,-2000,23.6,4.35,260,57.5 %,8116068,0.15 %,9481803274,83
Togo,2050,15415499,1.77 %,258467, ,24.4,4.35,283,60.1 %,9267258,0.16 %,9735033990,82
