country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Montenegro,2020,628066,0.04 %,222,-480,38.8,1.75,47,67.6 %,424767,0.01 %,7794798739,168
Montenegro,2025,627144,-0.03 %,-184,-480,40.1,1.75,47,69.3 %,434519,0.01 %,8184437460,170
Montenegro,2030,624059,-0.10 %,-617,-480,41.3,1.75,46,70.9 %,442718,0.01 %,8548487400,171
Montenegro,2035,618423,-0.18 %,-1127,-480,42.4,1.75,46,72.6 %,448985,0.01 %,8887524213,172
Montenegro,2040,610259,-0.27 %,-1633,-480,43.4,1.75,45,74.2 %,452905,0.01 %,9198847240,172
Montenegro,2045,600227,-0.33 %,-2006,-480,44.2,1.75,45,75.7 %,454493,0.01 %,9481803274,172
Montenegro,2050,589333,-0.37 %,-2179, ,44.8,1.75,44,77.1 %,454345,0.01 %,9735033990,172
