country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Bhutan,2020,771608,1.17 %,8746,320,28.1,2.00,20,45.8 %,353445,0.01 %,7794798739,165
Bhutan,2025,810540,0.99 %,7786,300,30.6,2.00,21,49.4 %,400623,0.01 %,8184437460,164
Bhutan,2030,842670,0.78 %,6426,300,33.0,2.00,22,52.7 %,443902,0.01 %,8548487400,165
Bhutan,2035,867375,0.58 %,4941,300,35.4,2.00,23,55.6 %,481835,0.01 %,8887524213,165
Bhutan,2040,885155,0.41 %,3556,300,37.7,2.00,23,58.2 %,514740,0.01 %,9198847240,165
Bhutan,2045,897387,0.27 %,2446,300,40.0,2.00,24,60.8 %,545317,0.01 %,9481803274,166
Bhutan,2050,904616,0.16 %,1446, ,42.1,2.00,24,63.4 %,573267,0.01 %,9735033990,166
