country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Andorra,2020,77265,-0.19 %,-149,164,87.8 %,67857,0 %,7794798739,203
Andorra,2025,77775,0.13 %,102,165,87.7 %,68233,0 %,8184437460,203
Andorra,2030,77925,0.04 %,30,166,88.1 %,68629,0 %,8548487400,203
Andorra,2035,77978,0.01 %,11,166,88.7 %,69151,0 %,8887524213,203
Andorra,2040,77859,-0.03 %,-24,166,89.5 %,69701,0 %,9198847240,204
Andorra,2045,77316,-0.14 %,-109,165,90.5 %,69991,0 %,9481803274,204
Andorra,2050,76118,-0.31 %,-240,162,91.5 %,69653,0 %,9735033990,204
