country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Estonia,2020,1326535,0.17 %,2242,3911,42.4,1.59,31,67.9 %,900365,0.02 %,7794798739,155
Estonia,2025,1306651,-0.30 %,-3977,-1000,43.6,1.59,31,68.8 %,899102,0.02 %,8184437460,156
Estonia,2030,1279962,-0.41 %,-5338,-1000,45.0,1.59,30,69.9 %,895321,0.01 %,8548487400,156
Estonia,2035,1249350,-0.48 %,-6122,-1000,46.8,1.59,29,71.4 %,891420,0.01 %,8887524213,159
Estonia,2040,1218696,-0.50 %,-6131,-1000,48.3,1.59,29,73.0 %,889581,0.01 %,9198847240,160
Estonia,2045,1188919,-0.49 %,-5955,-1000,49.1,1.59,28,74.7 %,888618,0.01 %,9481803274,161
Estonia,2050,1158408,-0.52 %,-6102, ,48.2,1.59,27,76.4 %,885226,0.01 %,9735033990,162
