country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Belize,2020,397628,1.96 %,7339,1200,25.5,2.32,17,46.1 %,183182,0.01 %,7794798739,177
Belize,2025,433715,1.75 %,7217,1102,27.4,2.32,19,47.4 %,205478,0.01 %,8184437460,176
Belize,2030,467633,1.52 %,6784,1000,29.2,2.32,21,49.1 %,229676,0.01 %,8548487400,175
Belize,2035,498555,1.29 %,6184,902,31.1,2.32,22,51.3 %,255936,0.01 %,8887524213,174
Belize,2040,526157,1.08 %,5520,800,32.9,2.32,23,53.9 %,283460,0.01 %,9198847240,174
Belize,2045,550344,0.90 %,4837,702,34.6,2.32,24,56.5 %,310924,0.01 %,9481803274,174
Belize,2050,571042,0.74 %,4140, ,36.2,2.32,25,59.2 %,338138,0.01 %,9735033990,174
