country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Fiji,2020,896445,0.63 %,5564,-6202,27.9,2.79,49,59.1 %,529489,0.01 %,7794798739,161
Fiji,2025,929986,0.74 %,6708,-3414,28.7,2.79,51,61.0 %,567088,0.01 %,8184437460,162
Fiji,2030,966015,0.76 %,7206,-1707,29.3,2.79,53,62.2 %,601227,0.01 %,8548487400,162
Fiji,2035,998382,0.66 %,6473,-1707,29.8,2.79,55,63.3 %,631830,0.01 %,8887524213,162
Fiji,2040,1026886,0.56 %,5701,-1707,30.6,2.79,56,64.1 %,658281,0.01 %,9198847240,163
Fiji,2045,1051130,0.47 %,4849,-1707,31.6,2.79,58,64.7 %,680099,0.01 %,9481803274,163
Fiji,2050,1071255,0.38 %,4025, ,32.7,2.79,59,65.1 %,697673,0.01 %,9735033990,163
