country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Congo,2020,5518087,2.59 %,132398,-4000,19.2,4.45,16,69.9 %,3857353,0.07 %,7794798739,117
Congo,2025,6234724,2.47 %,143327,-2000,19.8,4.45,18,72.6 %,4524254,0.08 %,8184437460,114
Congo,2030,7019831,2.40 %,157021,-1001,20.7,4.45,21,75.4 %,5290114,0.08 %,8548487400,110
Congo,2035,7871210,2.32 %,170276,-1001,21.6,4.45,23,78.2 %,6155655,0.09 %,8887524213,109
Congo,2040,8776648,2.20 %,181088,-1001,22.3,4.45,26,81.0 %,7107743,0.10 %,9198847240,104
Congo,2045,9724082,2.07 %,189487,-1001,23.0,4.45,28,83.6 %,8127512,0.10 %,9481803274,98
Congo,2050,10701994,1.93 %,195582, ,23.6,4.45,31,86.0 %,9207524,0.11 %,9735033990,95
