country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Lithuania,2020,2722289,-1.47 %,-41918,-32780,45.1,1.67,43,71.3 %,1940986,0.03 %,7794798739,142
Lithuania,2025,2591273,-0.98 %,-26203,-14000,46.2,1.67,41,74.4 %,1929035,0.03 %,8184437460,144
Lithuania,2030,2484803,-0.84 %,-21294,-6000,46.7,1.67,40,77.3 %,1919747,0.03 %,8548487400,146
Lithuania,2035,2381867,-0.84 %,-20587,-3000,47.6,1.67,38,80.2 %,1909316,0.03 %,8887524213,147
Lithuania,2040,2284293,-0.83 %,-19515,-2000,48.8,1.67,36,83.2 %,1899816,0.02 %,9198847240,148
Lithuania,2045,2197745,-0.77 %,-17310,-2000,49.5,1.67,35,86.0 %,1890982,0.02 %,9481803274,150
Lithuania,2050,2121397,-0.70 %,-15270, ,48.1,1.67,34,88.6 %,1879932,0.02 %,9735033990,150
