country,Year,Population,Yearly %   Change,Yearly  Change,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Niue,2020,1626,0.09 %,1,6,46.4 %,754,0 %,7794798739,233
Niue,2025,1621,-0.06 %,-1,6,50 %,810,0 %,8184437460,233
Niue,2030,1664,0.52 %,9,6,52.8 %,878,0 %,8548487400,233
Niue,2035,1696,0.38 %,6,7,55.4 %,939,0 %,8887524213,233
Niue,2040,1730,0.4 %,7,7,57.5 %,994,0 %,9198847240,233
Niue,2045,1752,0.25 %,4,7,59.5 %,1043,0 %,9481803274,233
Niue,2050,1778,0.3 %,5,7,61.6 %,1096,0 %,9735033990,233
