country,Year,Population,Yearly %   Change,Yearly  Change,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Saint Barthelemy,2020,9877,0.38 %,37,470,0 %,0,0 %,7794798739,228
Saint Barthelemy,2025,10054,0.36 %,35,479,0 %,0,0 %,8184437460,228
Saint Barthelemy,2030,10226,0.34 %,34,487,0 %,0,0 %,8548487400,228
Saint Barthelemy,2035,10389,0.32 %,33,495,0 %,0,0 %,8887524213,227
Saint Barthelemy,2040,10556,0.32 %,33,503,0 %,0,0 %,9198847240,227
Saint Barthelemy,2045,10700,0.27 %,29,510,0 %,0,0 %,9481803274,227
Saint Barthelemy,2050,10831,0.24 %,26,516,0 %,0,0 %,9735033990,227
