country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
New Caledonia,2020,285498,1.04 %,2887,502,33.6,1.97,16,71.9 %,205195,0.00 %,7794798739,184
New Caledonia,2025,298786,0.91 %,2658,502,35.1,1.97,16,74.8 %,223627,0.00 %,8184437460,184
New Caledonia,2030,311024,0.81 %,2448,502,36.3,1.97,17,77.7 %,241755,0.00 %,8548487400,184
New Caledonia,2035,322210,0.71 %,2237,502,37.8,1.97,18,80.5 %,259249,0.00 %,8887524213,184
New Caledonia,2040,332044,0.60 %,1967,502,39.3,1.97,18,83.1 %,275795,0.00 %,9198847240,184
New Caledonia,2045,340188,0.49 %,1629,502,40.6,1.97,19,85.7 %,291386,0.00 %,9481803274,185
New Caledonia,2050,346510,0.37 %,1264, ,41.8,1.97,19,88.4 %,306203,0.00 %,9735033990,184
