country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Antigua And Barbuda,2020,97929,0.92 %,873,0,34.0,2.00,223,26.2 %,25682,0.00 %,7794798739,201
Antigua And Barbuda,2025,101716,0.76 %,757,0,35.4,2.00,231,26.4 %,26823,0.00 %,8184437460,200
Antigua And Barbuda,2030,104864,0.61 %,630,0,36.9,2.00,238,27.1 %,28408,0.00 %,8548487400,199
Antigua And Barbuda,2035,107296,0.46 %,486,0,38.3,2.00,244,28.4 %,30468,0.00 %,8887524213,199
Antigua And Barbuda,2040,109081,0.33 %,357,0,39.7,2.00,248,30.3 %,33050,0.00 %,9198847240,199
Antigua And Barbuda,2045,110270,0.22 %,238,0,40.6,2.00,251,32.6 %,35951,0.00 %,9481803274,199
Antigua And Barbuda,2050,110896,0.11 %,125, ,41.3,2.00,252,35.0 %,38799,0.00 %,9735033990,197
