country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Uruguay,2020,3473730,0.36 %,12344,-3000,35.8,1.98,20,96.1 %,3337671,0.04 %,7794798739,134
Uruguay,2025,3526076,0.30 %,10469,-2780,36.8,1.98,20,96.6 %,3404529,0.04 %,8184437460,134
Uruguay,2030,3569471,0.24 %,8679,-2470,37.9,1.98,20,97.0 %,3461253,0.04 %,8548487400,135
Uruguay,2035,3602531,0.18 %,6612,-2160,39.2,1.98,21,97.3 %,3506041,0.04 %,8887524213,135
Uruguay,2040,3624469,0.12 %,4388,-1940,40.5,1.98,21,97.6 %,3538170,0.04 %,9198847240,136
Uruguay,2045,3636418,0.07 %,2390,-1720,41.6,1.98,21,97.8 %,3558235,0.04 %,9481803274,135
Uruguay,2050,3639109,0.01 %,538, ,42.5,1.98,21,98.0 %,3567170,0.04 %,9735033990,136
