country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Grenada,2020,112523,0.53 %,585,-200,32.0,2.07,331,35.5 %,39938,0.00 %,7794798739,195
Grenada,2025,114628,0.37 %,421,-200,33.6,2.07,337,36.4 %,41685,0.00 %,8184437460,195
Grenada,2030,115779,0.20 %,230,-200,35.3,2.07,341,37.6 %,43545,0.00 %,8548487400,195
Grenada,2035,116330,0.10 %,110,-200,36.8,2.07,342,39.3 %,45674,0.00 %,8887524213,196
Grenada,2040,116466,0.02 %,27,-200,37.8,2.07,343,41.2 %,47977,0.00 %,9198847240,196
Grenada,2045,116264,-0.03 %,-40,-200,38.5,2.07,342,43.1 %,50073,0.00 %,9481803274,196
Grenada,2050,115564,-0.12 %,-140, ,39.6,2.07,340,44.8 %,51806,0.00 %,9735033990,196
