country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Mexico,2020,128932753,1.14 %,1414899,-60000,29.2,2.14,66,83.8 %,108074410,1.65 %,7794798739,10
Mexico,2025,135284067,0.97 %,1270263,-55000,30.9,2.14,70,85.7 %,115925945,1.65 %,8184437460,10
Mexico,2030,140875762,0.81 %,1118339,-50000,32.6,2.14,72,87.5 %,123197865,1.65 %,8548487400,11
Mexico,2035,145755093,0.68 %,975866,-50000,34.3,2.14,75,89.0 %,129794502,1.64 %,8887524213,10
Mexico,2040,149759039,0.54 %,800789,-50000,36.1,2.14,77,90.6 %,135640826,1.63 %,9198847240,11
Mexico,2045,152887034,0.41 %,625599,-50000,37.7,2.14,79,92.0 %,140697068,1.61 %,9481803274,11
Mexico,2050,155150818,0.29 %,452757, ,39.3,2.14,80,93.4 %,144909934,1.59 %,9735033990,12
