country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Trinidad And Tobago,2020,1399488,0.42 %,5832,-800,36.2,1.73,273,52.4 %,733146,0.02 %,7794798739,154
Trinidad And Tobago,2025,1412697,0.19 %,2642,-800,38.4,1.73,275,52.5 %,741616,0.02 %,8184437460,155
Trinidad And Tobago,2030,1413415,0.01 %,144,-800,40.6,1.73,276,53.3 %,752769,0.02 %,8548487400,155
Trinidad And Tobago,2035,1405889,-0.11 %,-1505,-800,42.0,1.73,274,54.7 %,768441,0.02 %,8887524213,155
Trinidad And Tobago,2040,1391940,-0.20 %,-2790,-800,43.0,1.73,271,56.5 %,786958,0.02 %,9198847240,156
Trinidad And Tobago,2045,1371322,-0.30 %,-4124,-800,43.5,1.73,267,58.5 %,802064,0.01 %,9481803274,156
Trinidad And Tobago,2050,1343789,-0.40 %,-5507, ,44.2,1.73,262,60.4 %,812285,0.01 %,9735033990,158
