country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Iceland,2020,341243,0.66 %,2200,380,37.5,1.77,3,94.4 %,322286,0.00 %,7794798739,180
Iceland,2025,351184,0.58 %,1988,380,39.0,1.77,4,95.2 %,334395,0.00 %,8184437460,180
Iceland,2030,359711,0.48 %,1705,380,40.5,1.77,4,96.0 %,345315,0.00 %,8548487400,182
Iceland,2035,366606,0.38 %,1379,380,42.1,1.77,4,96.8 %,354716,0.00 %,8887524213,182
Iceland,2040,371746,0.28 %,1028,380,43.5,1.77,4,97.5 %,362573,0.00 %,9198847240,182
Iceland,2045,375085,0.18 %,668,380,44.4,1.77,4,98.4 %,368909,0.00 %,9481803274,182
Iceland,2050,376693,0.09 %,322, ,45.1,1.77,4,99.2 %,373768,0.00 %,9735033990,183
