country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Zambia,2020,18383955,2.97 %,500919,-8000,17.6,4.66,25,45.3 %,8336381,0.24 %,7794798739,65
Zambia,2025,21196801,2.89 %,562569,-8000,18.5,4.66,29,48.4 %,10256668,0.26 %,8184437460,63
Zambia,2030,24325505,2.79 %,625741,-5000,19.3,4.66,33,51.6 %,12548518,0.28 %,8548487400,62
Zambia,2035,27721896,2.65 %,679278,-5000,20.2,4.66,37,54.9 %,15219971,0.31 %,8887524213,60
Zambia,2040,31338483,2.48 %,723317,-5000,21.0,4.66,42,58.3 %,18271801,0.34 %,9198847240,58
Zambia,2045,35149038,2.32 %,762111,-5000,21.8,4.66,47,61.8 %,21722143,0.37 %,9481803274,57
Zambia,2050,39120917,2.16 %,794376, ,22.8,4.66,53,65.4 %,25576780,0.40 %,9735033990,53
